,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
7,2010,Cardano,ADA,cardano,1088,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35489311605.334,36671429496.447,False,,8,,,,2024-03-05T13:20:00.000Z,0.7786169415931453,1418779545.3901348,6.8109,0.64316665,-0.50203615,24.79167079,53.39523768,42.84750978,74.24730144,27632579261.391277,1.0901,35037762371.69,,2024-03-05T13:20:00.000Z,,,,,,,2024-03-05 13:21:53.593471
8,74,Dogecoin,DOGE,dogecoin,905,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143340996383.70523,143340996383.70523,True,,9,,,,2024-03-05T13:21:00.000Z,0.18855519834447193,8072959384.729418,61.9087,2.49648629,15.51162581,97.51738751,138.50826287,127.88383815,84.16264918,27027690004.023773,1.0648,27027690004.02,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:21:53.593471
9,5994,Shiba Inu,SHIB,shiba-inu,752,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,10,,,,2024-03-05T13:20:00.000Z,4.379328660524969e-05,14647744618.277401,254.0443,7.59724526,63.12415879,310.54869772,384.35834757,349.16424829,334.02014449,25806920061.158905,1.0167,25817635213.28,,2024-03-05T13:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2024-03-05 13:21:53.593471
10,5805,Avalanche,AVAX,avalanche,677,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377259571.57587457,435949211.57587457,False,,11,,,,2024-03-05T13:20:00.000Z,43.0377658301077,899105161.9183,53.7051,0.07793314,-1.56711791,9.03465701,19.64967822,16.58009071,63.81816929,16236409098.649246,0.6405,30987191397.68,,2024-03-05T13:20:00.000Z,,,,,,,2024-03-05 13:21:53.593471
11,6636,Polkadot,DOT,polkadot-new,699,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1285987117.880501,1418247619.5888526,True,,12,,,,2024-03-05T13:20:00.000Z,10.448700117104417,1007477881.199492,21.0047,-0.19869521,3.28610081,28.69408459,53.67308633,38.87115801,73.40030764,13436893749.192762,0.5294,14818844068.88,,2024-03-05T13:20:00.000Z,,,,,,,2024-03-05 13:21:53.593471
12,1958,TRON,TRX,tron,939,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87940005854.41333,87940129512.87358,True,,13,71659659264.0,10012966638.798561,,2024-03-05T13:20:00.000Z,0.13972947599304064,518955311.3391376,40.2751,0.03077606,-0.69663671,-1.51424945,17.65808416,33.20555264,33.31896952,12287810936.8621,0.4848,12287828215.59,,2024-03-05T13:20:00.000Z,,,,,,,2024-03-05 13:21:53.593471
13,1975,Chainlink,LINK,chainlink,1669,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-05T13:20:00.000Z,20.69809494151041,848630449.3801081,50.8807,-0.37167086,0.05605908,8.03274202,14.22321318,45.68494664,32.03410233,12151850928.589735,0.4794,20698094941.51,,2024-03-05T13:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,,2024-03-05 13:21:53.593471
14,3890,Polygon,MATIC,polygon,1299,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899164996.485016,10000000000.0,False,,15,,,,2024-03-05T13:20:00.000Z,1.1416424938227647,1252079239.6584852,70.1273,-0.05882523,2.40959362,9.11243719,46.0663034,34.45710849,37.25509538,11301307413.350174,0.4452,11416424938.23,,2024-03-05T13:20:00.000Z,,,,,,,2024-03-05 13:21:53.593471
0,1,Bitcoin,BTC,bitcoin,10849,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19645312.0,19645312.0,False,,1,,,,2024-03-05T13:22:00.000Z,67992.56885111796,77074115197.42473,76.036,1.49523092,4.0978137,19.18065187,58.13505809,54.33914321,54.4870945,1335735228761.6938,52.623,1427843945873.48,,2024-03-05T13:22:00.000Z,,,,,,,2024-03-05 13:22:53.915343
1,1027,Ethereum,ETH,ethereum,8499,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120127131.78995213,120127131.78995213,True,,2,,,,2024-03-05T13:22:00.000Z,3776.1040285592576,33046062550.240032,85.5721,0.38580398,7.48404171,15.40056532,63.89711294,67.65891475,66.9536158,453612546291.30707,17.8526,453612546291.31,,2024-03-05T13:22:00.000Z,,,,,,,2024-03-05 13:22:53.915343
2,825,Tether USDt,USDT,tether,76969,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,100044694548.97124,103800078701.87814,True,,3,,,,2024-03-05T13:21:00.000Z,1.0007456428385428,140516498961.56213,60.5198,0.02940348,0.02946265,0.0073775,0.09080503,-0.01498771,0.06066326,100119292158.99588,3.9404,103877476487.2,,2024-03-05T13:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2024-03-05 13:22:53.915343
3,1839,BNB,BNB,bnb,2082,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149541361.64952964,149541361.64952964,False,,4,,,,2024-03-05T13:21:00.000Z,421.6507110730111,2520473335.94644,41.5768,0.35652456,0.60866597,5.54989376,40.5473694,32.22092628,82.90157258,63054221474.35049,2.4841,63054221474.35,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:22:53.915343
4,5426,Solana,SOL,solana,633,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,442315217.4689424,571041275.3033756,True,,5,,,,2024-03-05T13:22:00.000Z,132.4224254086138,4718609527.559579,46.4943,0.30156653,-0.45992506,19.96461831,35.46426541,30.75480016,109.60802288,58572453892.37582,2.3075,75618670684.1,,2024-03-05T13:22:00.000Z,,,,,,,2024-03-05 13:22:53.915343
5,52,XRP,XRP,xrp,1239,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-05T13:22:00.000Z,0.6534643506675868,3918476513.9241133,43.9226,0.30357207,-0.37479207,16.99534283,27.53771748,14.21987781,4.6307003,35720995705.911316,1.4056,65346435066.76,,2024-03-05T13:22:00.000Z,,,,,,,2024-03-05 13:22:53.915343
6,3408,USDC,USDC,usd-coin,17026,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,28906133249.68503,28906133249.68503,False,,7,,,,2024-03-05T13:22:00.000Z,1.0000336899124904,12546554026.419373,71.0185,4.014e-05,0.01676318,-0.004414,-0.00731842,-0.00409338,0.00740518,28907107094.78465,1.1388,28907107094.78,,2024-03-05T13:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2024-03-05 13:22:53.915343
7,2010,Cardano,ADA,cardano,1088,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35489311605.334,36671429496.447,False,,8,,,,2024-03-05T13:21:00.000Z,0.7786443518900487,1419379019.3208408,6.8672,0.64674859,-0.42278634,24.79128096,53.40235026,42.84146526,74.22310248,27633552033.959274,1.0874,35038995835.05,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:22:53.915343
8,74,Dogecoin,DOGE,dogecoin,905,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143340996383.70523,143340996383.70523,True,,9,,,,2024-03-05T13:22:00.000Z,0.18916208325005637,8079066735.538066,62.0854,3.01135202,15.87183426,98.08465859,139.25751653,128.63322888,84.91113507,27114681491.08048,1.0682,27114681491.08,,2024-03-05T13:22:00.000Z,,,,,,,2024-03-05 13:22:53.915343
9,5994,Shiba Inu,SHIB,shiba-inu,752,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,10,,,,2024-03-05T13:21:00.000Z,4.374753870681018e-05,14630941531.050753,253.5852,7.18046083,63.03699126,310.174631,383.82203202,348.74181695,333.801378,25779961309.041565,1.0156,25790665267.76,,2024-03-05T13:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2024-03-05 13:22:53.915343
10,5805,Avalanche,AVAX,avalanche,677,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377259571.57587457,435949211.57587457,False,,11,,,,2024-03-05T13:21:00.000Z,43.024338353197,899480406.4020028,53.7585,0.03911086,-1.59177298,8.99543907,19.61200922,16.53288069,63.85930341,16231343454.46257,0.6387,30977523614.3,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:22:53.915343
11,6636,Polkadot,DOT,polkadot-new,699,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1285987117.880501,1418247619.5888526,True,,12,,,,2024-03-05T13:21:00.000Z,10.447240285286211,1007559786.2021908,20.9815,-0.21794365,3.2805855,28.67780059,53.6521503,38.84431056,73.37169934,13435016424.28028,0.5293,14816773665.88,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:22:53.915343
12,1958,TRON,TRX,tron,939,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87940005854.41333,87940129512.87358,True,,13,71659659264.0,10016671772.463022,,2024-03-05T13:21:00.000Z,0.13978118058810174,519163161.4718886,40.305,0.06755573,-0.65796699,-1.47692676,17.70119649,33.25016944,33.3626316,12292357839.254475,0.4837,12292375124.38,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:22:53.915343
13,1975,Chainlink,LINK,chainlink,1669,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-05T13:21:00.000Z,20.702972755429354,849103550.2325671,50.9465,-0.33410196,0.1100581,8.06444326,14.24735267,45.72352934,32.08133808,12154714692.997421,0.4783,20702972755.43,,2024-03-05T13:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,,2024-03-05 13:22:53.915343
14,3890,Polygon,MATIC,polygon,1299,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899164996.485016,10000000000.0,False,,15,,,,2024-03-05T13:21:00.000Z,1.1416454531630367,1252117957.3540878,70.1303,-0.08108655,2.44723813,9.11337204,46.06680764,34.44281083,37.17332281,11301336708.347807,0.4452,11416454531.63,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:22:53.915343
0,1,Bitcoin,BTC,bitcoin,10849,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19645312.0,19645312.0,False,,1,,,,2024-03-05T13:20:00.000Z,67956.95041339943,77011070386.29262,75.777,1.38850569,3.97327043,18.80959969,58.03764257,54.26420898,54.41368177,1335035493439.761,52.5955,1427095958681.39,,2024-03-05T13:20:00.000Z,,,,,,2024-03-05 13:21:44.396853,
1,1027,Ethereum,ETH,ethereum,8499,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120127131.78995213,120127131.78995213,True,,2,,,,2024-03-05T13:20:00.000Z,3768.714756309649,33032808047.990616,85.3292,0.39011962,7.19377499,14.9543982,63.55488964,67.29975994,66.6154028,452724894209.94653,17.8177,452724894209.95,,2024-03-05T13:20:00.000Z,,,,,,2024-03-05 13:21:44.396853,
2,825,Tether USDt,USDT,tether,76969,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,100044694548.97124,103800078701.87814,True,,3,,,,2024-03-05T13:19:00.000Z,1.0006432742980158,140334718617.92456,60.3953,0.00948623,0.0175084,0.01597403,0.08717502,-0.03159539,0.05456646,100109050729.62743,3.94,103866850624.64,,2024-03-05T13:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-05 13:21:44.396853,
3,1839,BNB,BNB,bnb,2082,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149541361.64952964,149541361.64952964,False,,4,,,,2024-03-05T13:19:00.000Z,421.7532991187368,2518644890.7187023,41.5655,0.37767252,0.63495492,5.58510093,40.55523002,32.26397385,82.93618882,63069562630.39726,2.4847,63069562630.4,,2024-03-05T13:19:00.000Z,,,,,,2024-03-05 13:21:44.396853,
4,5426,Solana,SOL,solana,633,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,442315217.4689424,571041275.3033756,True,,5,,,,2024-03-05T13:20:00.000Z,132.41787164017722,4714200532.670732,46.2627,0.46519139,-0.45233172,19.93537849,35.37673098,30.72904753,109.23393508,58570439691.29949,2.3075,75616070294.37,,2024-03-05T13:20:00.000Z,,,,,,2024-03-05 13:21:44.396853,
0,1,Bitcoin,BTC,bitcoin,10849,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19645312.0,19645312.0,False,,1,,,,2024-03-05T13:21:00.000Z,67930.10079885366,77044499129.23776,75.8603,1.33059195,3.93493598,18.81766825,57.98535344,54.23519945,54.43497238,1334508024384.9294,52.5747,1426532116775.93,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:21:53.593471
1,1027,Ethereum,ETH,ethereum,8499,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120127131.78995213,120127131.78995213,True,,2,,,,2024-03-05T13:21:00.000Z,3772.060448222264,33039092576.33953,85.3861,0.25364137,7.33257613,15.09103448,63.70570434,67.4688511,66.80329378,453126802583.2618,17.8335,453126802583.26,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:21:53.593471
2,825,Tether USDt,USDT,tether,76969,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,100044694548.97124,103800078701.87814,True,,3,,,,2024-03-05T13:20:00.000Z,1.0006938467946906,140480843253.92874,60.4666,0.02806939,0.02496117,0.02924342,0.09997073,-0.031914,0.05800079,100114110239.60985,3.9401,103872100053.77,,2024-03-05T13:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2024-03-05 13:21:53.593471
3,1839,BNB,BNB,bnb,2082,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149541361.64952964,149541361.64952964,False,,4,,,,2024-03-05T13:20:00.000Z,421.57883208913506,2520389392.7408304,41.5801,0.36255912,0.59702156,5.53199298,40.526684,32.20922006,82.82971864,63043472593.22768,2.4837,63043472593.23,,2024-03-05T13:20:00.000Z,,,,,,,2024-03-05 13:21:53.593471
4,5426,Solana,SOL,solana,633,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,442315217.4689424,571041275.3033756,True,,5,,,,2024-03-05T13:21:00.000Z,132.40673492353335,4716716319.79141,46.4006,0.39020013,-0.49059053,19.93711747,35.37363539,30.70326575,109.33194392,58565513752.05527,2.3073,75609710769.49,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:21:53.593471
5,52,XRP,XRP,xrp,1239,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-05T13:21:00.000Z,0.6536877062230046,3917889697.1135473,43.8676,0.27543778,-0.43957001,17.047688,27.54775294,14.17729822,4.59599975,35733205220.97946,1.4061,65368770622.3,,2024-03-05T13:21:00.000Z,,,,,,,2024-03-05 13:21:53.593471
6,3408,USDC,USDC,usd-coin,17026,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,28906133249.68503,28906133249.68503,False,,7,,,,2024-03-05T13:21:00.000Z,1.0000024914445145,12540368003.616964,70.8939,0.0065116,0.01561266,-0.00156059,-0.01452898,-0.01656614,-0.00042644,28906205267.71215,1.1388,28906205267.71,,2024-03-05T13:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2024-03-05 13:21:53.593471
